,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-10-25 07:00:00,0.0,786.5625,0.0,1187.5,1325.581395348837,4.8,5.7,3398.7549959325147,12.11,2513.081395348837,2612.1924959325147,0.0
2020-10-25 07:30:00,0.0,786.5625,0.0,1187.5,1255.8139534883721,4.8,5.7,3436.9539843667103,20.935,2443.313953488372,2650.3914843667103,0.0
2020-10-25 08:00:00,0.0,805.625,0.0,1187.5,1193.798449612403,5.3,5.9,3494.5707919216215,29.76,2381.2984496124027,2688.9457919216215,0.0
2020-10-25 08:30:00,0.0,899.8437499999999,0.0,1343.75,1131.7829457364342,5.3,5.9,3437.7497966257565,35.88,2475.532945736434,2537.9060466257565,0.0
2020-10-25 09:00:00,0.0,998.5937500000001,0.0,1500.0,1062.015503875969,5.6,6.9,3404.6440066494533,42.0,2562.015503875969,2406.0502566494533,0.0
2020-10-25 09:30:00,0.0,1098.28125,0.0,1656.2499999999998,992.2480620155039,5.6,6.9,3334.294202949811,43.455,2648.498062015504,2236.012952949811,0.0
2020-10-25 10:00:00,0.0,1197.1875,0.0,1812.5000000000002,992.2480620155039,7.1,6.9,3263.148586991122,44.91,2804.7480620155043,2065.961086991122,0.0
2020-10-25 10:30:00,0.0,1197.34375,0.0,1968.75,922.4806201550388,7.1,6.9,3272.8574965514804,44.255,2891.2306201550387,2075.5137465514804,0.0
2020-10-25 11:00:00,0.0,1197.34375,0.0,1968.75,899.2248062015503,8.2,8.0,3291.9569907685777,43.6,2867.9748062015506,2094.6132407685777,0.0
2020-10-25 11:30:00,0.0,1203.4375,0.0,1968.75,821.7054263565892,8.2,8.0,3288.614579280586,44.35,2790.455426356589,2085.177079280586,0.0
2020-10-25 12:00:00,0.0,1202.8125000000002,0.0,1968.75,767.4418604651163,9.0,7.6,3287.9779294733494,45.1,2736.1918604651164,2085.165429473349,0.0
2020-10-25 12:30:00,27.656250000000004,1202.34375,0.0,1968.75,697.6744186046512,9.0,7.6,3277.4732076539453,45.55,2666.4244186046512,2047.4732076539453,0.0
2020-10-25 13:00:00,77.18749999999999,1202.8125000000002,62.50000000000001,1968.75,674.4186046511628,9.2,8.7,3194.7087327131894,46.0,2705.6686046511627,1914.7087327131892,0.0
2020-10-25 13:30:00,136.875,1202.8125000000002,156.25,1968.75,627.9069767441861,9.2,8.7,3131.362076893149,46.5,2752.906976744186,1791.674576893149,0.0
2020-10-25 14:00:00,186.56249999999997,1202.5000000000002,250.00000000000003,1968.75,573.6434108527131,9.7,8.0,3067.060446362254,47.0,2792.3934108527133,1677.9979463622537,0.0
2020-10-25 14:30:00,234.375,1302.34375,312.5,2031.2499999999998,643.4108527131782,9.7,8.0,2921.426802956885,46.22,2987.1608527131784,1384.7080529568848,0.0
2020-10-25 15:00:00,304.99999999999994,1401.40625,375.0,2187.5,565.8914728682171,9.1,7.7,2760.0360768224105,45.44,3128.391472868217,1053.6298268224105,0.0
2020-10-25 15:30:00,369.68749999999994,1481.5625,468.75,2343.75,573.6434108527131,9.1,7.7,2649.736497718671,50.22,3386.1434108527133,798.4864977186712,0.0
2020-10-25 16:00:00,428.125,1486.25,562.5,2343.75,581.3953488372093,9.3,4.5,2599.4411629469814,55.0,3487.6453488372094,685.0661629469814,0.0
2020-10-25 16:30:00,477.96875,1487.0312500000002,625.0,2343.75,651.1627906976745,9.3,4.5,2536.4128320305595,64.5,3619.9127906976746,571.4128320305592,0.0
2020-10-25 17:00:00,526.71875,1486.25,687.5,2343.75,635.6589147286821,7.5,4.4,2470.678739433382,74.0,3666.9089147286822,457.7099894333819,0.0
2020-10-25 17:30:00,526.71875,1486.40625,718.75,2343.75,635.6589147286821,7.5,4.4,2394.4399250168003,74.5,3698.1589147286822,381.3149250168003,0.0
2020-10-25 18:00:00,526.71875,1486.0937500000002,718.75,2343.75,635.6589147286821,6.5,5.5,2346.372864570438,75.0,3698.1589147286822,333.56036457043797,0.0
2020-10-25 18:30:00,526.71875,1486.0937500000002,718.75,2343.75,697.6744186046512,6.5,5.5,2298.6241290276944,70.4,3760.1744186046512,285.81162902769415,0.0
2020-10-25 19:00:00,526.71875,1486.25,718.75,2343.75,705.4263565891473,6.3,4.3,2279.683797262406,65.8,3767.9263565891474,266.7150472624062,0.0
2020-10-25 19:30:00,526.71875,1487.34375,718.75,2343.75,767.4418604651163,6.3,4.3,2242.598945990875,56.415,3829.9418604651164,228.5364459908751,0.0
2020-10-25 20:00:00,499.0625,1487.65625,718.75,2343.75,829.4573643410852,5.6,5.1,2214.745516924274,47.03,3891.957364341085,228.02676692427394,0.0
2020-10-25 20:30:00,449.53125,1487.34375,656.25,2343.75,891.4728682170543,5.6,5.1,2211.7214303399005,50.015,3891.4728682170544,274.8464303399005,0.0
2020-10-25 21:00:00,389.84375,1487.65625,562.5,2343.75,961.2403100775193,5.2,4.2,2218.0879284122666,53.0,3867.490310077519,340.5879284122666,0.0
2020-10-25 21:30:00,340.15624999999994,1488.4375000000002,468.75,2343.75,961.2403100775193,5.2,4.2,2206.4690694301985,39.83,3773.740310077519,377.87531943019826,0.0
2020-10-25 22:00:00,292.34375,1488.1249999999998,406.25000000000006,2343.75,953.4883720930233,4.6,4.2,2195.6460227071766,26.66,3703.4883720930234,415.1772727071768,0.0
2020-10-25 22:30:00,221.71874999999997,1488.1249999999998,343.75,2343.75,1015.5038759689922,4.6,4.2,2238.301559792028,17.975,3703.0038759689924,528.4578097920282,0.0
2020-10-25 23:00:00,157.03125,1487.65625,250.00000000000003,2343.75,1038.7596899224807,4.3,4.5,2219.6795529303577,9.29,3632.509689922481,574.9920529303577,0.0
2020-10-25 23:30:00,98.59375000000001,1487.96875,156.25,2343.75,1108.5271317829456,4.3,4.5,2227.3193506171965,14.395,3608.5271317829456,640.7568506171965,0.0
2020-10-26 00:00:00,48.75,1487.1875,93.75,2343.75,1155.0387596899225,3.9,5.1,2242.598945990875,19.5,3592.5387596899227,706.6614459908751,0.0
2020-10-26 00:30:00,0.0,1487.0312500000002,31.250000000000004,2343.75,1224.8062015503879,3.9,5.1,2250.079581225905,20.05,3599.806201550388,763.0483312259046,0.0
2020-10-26 01:00:00,0.0,1487.34375,0.0,2343.75,1240.3100775193798,3.5,5.0,2279.0471474551696,20.6,3584.06007751938,791.7033974551696,0.0
